email_text,label
"




Vi ab s tol it Our Hi ege ghly Re sdy ga sgw rde wc d On ndo li kl ne Ph elm arma dl cy

",phishing
"

Start Date: 1/6/02; HourAhead hour: 17;  HourAhead schedule download failed. Manual intervention required.

",safe
"On Tue, Jun 26, 2007 at 07:20:18PM +0200, Ignacio Coupeau wrote:
> I'm building a cluster with CTDB and GFS/SAN/LB with three RH5 IBM 
> xSeries ~346
> 	cman-2.0.64-1.el5
> 	2.6.18-8.1.6.el5
> 	kmod-gfs-0.1.16-5.2.6.18_8.el5
> 
> The filesystems are gfs1 because we encountered some troubles with the 
> gfs2 in our scenario.
> 
> The installation was fine (from Jun 26 10:45 CEST)
> 	rsync -avz samba.org::ftp/unpacked/samba_3_0_ctdb .
> 	rsync -avz samba.org::ftp/unpacked/ctdb .
> 	
> Our plan is test the shares with users in the domain, so the smb.conf:
> 	...
> 	netbios name = [piedra|papel|tijera]
> 	workgroup = UNAV-PDC-01
> 	...
> 	security = domain
> 	password server = pdc10
> 	...
> 	clustering = yes
> 	idmap backend = tdb2
> 	private dir = /usr/local/etc/users_1/clu
> 	...
> 
> The three nodes have an new freshly account in the PDC (as matter of 
> fact, we have about 3500 machines in the domain with LDAP so, this not 
> the point).
> 
> The problem is that:
> 	bin/net rpc join
> returns always, in all three machines: ""Segmentation fault"".
> However, I think the account in the LDAP/PDC side are wrote well 
> (sambaSamAccount, sambaNTPassword, sambaPwdLastSet, sambaSID et al).
> 
> Some help/idea/point/track?
> Thanks in advance,

Run this under gdb with symbols and post the backtrace from
the segfault please.

Jeremy.

",safe
"On Sun, Mar 16, 2008 at 12:51 PM, Guido van Rossum  wrote:
> Cool! Is the next plan to make lib2to3 part of the stdlib in 2.6 and 3.0?

That would be fine by me. I'll try to work up some better docs than
just a README.

>  On Sun, Mar 16, 2008 at 2:47 PM, ""Martin v. Löwis""  wrote:
>  > After talking to Collin, I just committed a change to
>  >  2to3 to make it installable as an executable script
>  >  called ""2to3"".
>  >
>  >  To do so, I had to wrap all the top-level modules
>  >  into a package, and move the fixes and tests into
>  >  that package. Lacking a better name, I called the
>  >  library lib2to3. I also install pgen2 as a separate
>  >  package.
>  >
>  >  In the process, I had to change all the imports,
>  >  and I did that by using relative imports. As
>  >  a consequence, 2to3 currently won't work on
>  >  Python 2.4.
>  >
>  >  Regards,
>  >  Martin
>  >  _______________________________________________
>  >  Python-3000 mailing list
>  >  smsbmo-9552@python.org
>  >  http://mail.python.org/mailman/listinfo/python-3000
>  >  Unsubscribe: http://mail.python.org/mailman/options/python-3000/guido%40python.org
>  >
>
>
>
>  --
>  --Guido van Rossum (home page: http://www.python.org/~guido/)
>
>
> _______________________________________________
>  Python-3000 mailing list
>  smsbmo-9552@python.org
>  http://mail.python.org/mailman/listinfo/python-3000
>  Unsubscribe: http://mail.python.org/mailman/options/python-3000/collinw%40gmail.com
>
_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com



",safe
"
SENIOR ADVOCATE OF NIGERIA
BARR. PETER BROWN (SAN)
TEL: 234-8042-138-545
E-MAIL: p_brown@lawyer.com

Dear Friend ,

I am Barrister Peter Brown a member of Nigeria Bar
Association (NBA).Your contact reached me through the
World Business Encyclopaedia.Hence,I made up my mind to
introduce this business to you in confidence for the
mutual benefit of both of us.

The sum of USD45M (Forty five Million United States)
was lodged into a security company here in the Country
by the late Head of State (GEN.SANI ABACHA) for
safe-keeping. This money was lodged in security vaults
/ boxes and labelled as personal belongings and as such
the security company does not know the true content of
the boxes.This money was originally meant to be used
for his political campaign. Because I was his family
Attorney as such he confided in me with the
relevant document papers relating to this deposit
before he died of cardiac arrest.

As a matter of fact we have concluded all arrangement
with an offshore Security Company to move this money as
a consignment through diplomatic means to their
offshore affiliated office where you will be required
to put claim to the consignment as the bonafide
beneficiary of the consignment. You should know that
this business is safety and 100% risk-free as it
does not involve drug money or Terrorist fund.

If you are interested to carry out this transaction
with me, 20% will be for you for your assistance, 5%
for general expenses, and 75% for us.

You are required to send by e-mail immediately your
Full name and Address, which I will use to draft an
agreement that will guide and protect both of us in
this transaction also which will be used to
effect the change of ownership of the consignment to
your name as the beneficiary of the consignment.

Also send me your Telephone and Fax numbers for easy
communication.

Once you notify me your willingness by sending the
above requirement.This transaction will be concluded
within 7 (seven)working days.

I will be waiting for your urgent reply.You can reach
me on my Cell Telephone No: 234-8042-138-545 or my
alternative E-mail: p_brown@lawyer.com


Yours Faithfully,

Barrister Peter Brown (SAN)




",phishing
"Done

A

 -----Original Message-----
From: 	Holst, Keith  
Sent:	30 October 2001 16:22
To:	Fairley, Andrew
Subject:	RE: Amerex - Scott Halprian

Sounds good.  I'll plan on arriving to the office just after lunch and follow your lead on the beers.

Keith

 -----Original Message-----
From: 	Fairley, Andrew  
Sent:	Tuesday, October 30, 2001 10:02 AM
To:	Holst, Keith
Subject:	RE: Amerex - Scott Halprian

Keith,

If you would like to come in and see the office on the 9th I can sort that out no problem.
Scott was suggesting that you would be over, and that he would like to meet me with you at the same time.

Any interest in a few beers that night?


A


 -----Original Message-----
From: 	Holst, Keith  
Sent:	30 October 2001 15:58
To:	Fairley, Andrew
Subject:	RE: Amerex - Scott Halprian

Andy,

Coincidentally, I will be visiting London November 9th-11th and thought I might visit Enron's offices.

I am unaware of Amerax's penetration into the UK energy markets, but they are among the top three in North America.  As far as brokers go, Scott does a good job.  He is straight forward and honest and consequently was getting the largest share of our business in the west.

If you are interested, I would be happy to introduce you to Scott during my trip.  My schedule is fairly flexible.

Keith 

 -----Original Message-----
From: 	Fairley, Andrew  
Sent:	Tuesday, October 30, 2001 9:13 AM
To:	Holst, Keith; Allen, Phillip K.
Subject:	Amerex - Scott Halprian


Hi guys,

We met last February when I was over in Houston and you kindly gave me some pointers as to how we in the UK can apply your experiences to the UK market.

I have had a call from Scott at Amerex saying he is moving to London to set up here.
He has said you would recommend him with a view to working our numbers here in Europe.

Would you be able to comment favourably or otherwise when you get a minute?

Many thanks

Andy
",safe
"You might try:  http://www.stanford.edu/~kasparr/software/silverman.r

But  take a look at the referenced paper by Silverman first.  You could 
also try the CRAN package ftnonpar by Kovac and Davies.


url:	www.econ.uiuc.edu/~roger/my.html	Roger Koenker
email	rkoenker@uiuc.edu			Department of Economics
vox: 	217-333-4558				University of Illinois
fax:   	217-244-6678				Champaign, IL 61820

On Sun, 3 Jun 2007, Patrick Wang wrote:

> Hi, All:
>
> How can I use the density function to find the minimum of the bandwidth
> make the density function one mode, 2 mode, 3 mode etc. usually the
> larger the bandwidth, the fewer mode of the density. less bumpy.
>
> It will be impossible to try all possible bandwidths to then plot the pdf
> to see how many modes it has. Is there an automatic way to do this Like
> for loop 1000, try bandwidth from (0, 1). is there a function to get
> how many modes from the density function? the Mode function in R doesnot
> seem to serve this purpose.
>
>
> Thanks
> pat
>
> ______________________________________________
> R-help@stat.math.ethz.ch mailing list
> https://stat.ethz.ch/mailman/listinfo/r-help
> PLEASE do read the posting guide http://www.R-project.org/posting-guide.html
> and provide commented, minimal, self-contained, reproducible code.
>

______________________________________________
R-help@stat.math.ethz.ch mailing list
https://stat.ethz.ch/mailman/listinfo/r-help
PLEASE do read the posting guide http://www.R-project.org/posting-guide.html
and provide commented, minimal, self-contained, reproducible code.

",safe
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email2386@gvc.ceas-challenge.cc&l=cnn-dailytop10",phishing
"Hi,

      A question. Have you seen the motorola ad where everything gradually
grows out from nothing. How is it possible to make it using python script or
MEL script.

My guesstimate is

1)    create a function with two parameters. This function will have a set
driven key for a set of objects. This function will have a return value. It
will be a zero or a One. If zero then the transition of those objects is not
done. If one, then the transition is done. If so then move on to getting
transition effect of other set of objects.
2)    call this function randomly for a given set of objects.


What is your opinion on this.

BRgds,

kNish
",safe
"I am not sure what happened with the update I sent out...it seemed to have cancelled it in some people's calendars.  If you are still able to make it please come by.   It will be for no more than 30 minutes.

Today at 1:30 in room EB19c1

Thank you and I do apologize for the inconvenience.

 -----Original Message-----
From: 	Clay, Monica  
Sent:	Monday, October 29, 2001 10:19 AM
To:	Keiser, Kam; McLaughlin Jr., Errol; Gossett, Jeffrey C.; Winfree, O'Neal D.; Love, Phillip M.; Baumbach, David; Best, Kristine; Husain, Karima
Subject:	Today's Meeting Location

Our meeting today, to adress a change in the warning screen that pops up when an incorrect date is entered by a trader, will be held in EB19C1 from 1:30 until 2pm.

Thank you. 

Monica Clay
Enron Net Works, LLC
1400 Smith Street
Houston, Texas 77002
713-345-7227
1-800-97-ENRON


",safe
